TIME_Year;FACT_INDICATOR_FINANCE_Key;UTILITY_Country;INDICATOR_Name;FACT_INDICATOR_FINANCE_Name_In_Document;CURRENCY_Name;INDICATOR_Theme;UTILITY_Name;FACT_INDICATOR_FINANCE_Holding_Company;FACT_INDICATOR_Value;FACT_INDICATOR_FINANCE_Order_Magnitude;FACT_INDICATOR_FINANCE_Mantainer;FACT_INDICATOR_FINANCE_Observations;FACT_INDICATOR_FINANCE_Document;FACT_INDICATOR_FINANCE_Link;FACT_USD_RATE;TIME_Key;FACT_INDICATOR_Value_USD;FACT_INDICATOR_Value_Local
2018;1027625;REPUBLICA DOMINICANA;ACTIVOS CORRIENTES;TOTAL DE ACTIVOS CORRIENTES;;ACTIVOS;UERS;EMPRESA;486996178;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;536;;486996178
2019;1027626;REPUBLICA DOMINICANA;ACTIVOS CORRIENTES;TOTAL DE ACTIVOS CORRIENTES;;ACTIVOS;UERS;EMPRESA;692380114;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;537;;692380114
2020;1027627;REPUBLICA DOMINICANA;ACTIVOS CORRIENTES;TOTAL DE ACTIVOS CORRIENTES;;ACTIVOS;UERS;EMPRESA;417640244;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;538;;417640244
2018;1027646;REPUBLICA DOMINICANA;ACTIVOS NO CORRIENTES;TOTAL DE ACTIVOS NO CORRIENTES;;ACTIVOS;UERS;EMPRESA;766416086;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;536;;766416086
2019;1027647;REPUBLICA DOMINICANA;ACTIVOS NO CORRIENTES;TOTAL DE ACTIVOS NO CORRIENTES;;ACTIVOS;UERS;EMPRESA;222593055;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;537;;222593055
2020;1027648;REPUBLICA DOMINICANA;ACTIVOS NO CORRIENTES;TOTAL DE ACTIVOS NO CORRIENTES;;ACTIVOS;UERS;EMPRESA;341591939;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;538;;341591939
2017;1027666;REPUBLICA DOMINICANA;ACTIVOS TOTALES;TOTAL DE ACTIVOS;;ACTIVOS;UERS;EMPRESA;1147799417;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;535;;1147799417
2018;1027667;REPUBLICA DOMINICANA;ACTIVOS TOTALES;TOTAL DE ACTIVOS;;ACTIVOS;UERS;EMPRESA;1295468856;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;536;;1295468856
2019;1027668;REPUBLICA DOMINICANA;ACTIVOS TOTALES;TOTAL DE ACTIVOS;;ACTIVOS;UERS;EMPRESA;919973170;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;537;;919973170
2020;1027669;REPUBLICA DOMINICANA;ACTIVOS TOTALES;TOTAL DE ACTIVOS;;ACTIVOS;UERS;EMPRESA;759232183;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;538;;759232183
2017;1027687;REPUBLICA DOMINICANA;EFECTIVO;EFECTIVO EM CAJA E BANCOS;;ACTIVOS;UERS;EMPRESA;18375516.25;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;535;;18375516.25
2018;1027688;REPUBLICA DOMINICANA;EFECTIVO;EFECTIVO EM CAJA E BANCOS;;ACTIVOS;UERS;EMPRESA;16492703;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;536;;16492703
2019;1027689;REPUBLICA DOMINICANA;EFECTIVO;EFECTIVO EM CAJA E BANCOS;;ACTIVOS;UERS;EMPRESA;20378076;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;537;;20378076
2020;1027690;REPUBLICA DOMINICANA;EFECTIVO;EFECTIVO EM CAJA E BANCOS;;ACTIVOS;UERS;EMPRESA;65154572;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;538;;65154572
2017;1027708;REPUBLICA DOMINICANA;PASIVOS CORRIENTES;TOTAL PASIVOS CORRIENTES;;PASIVOS;UERS;EMPRESA;6332918352;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;535;;6332918352
2018;1027709;REPUBLICA DOMINICANA;PASIVOS CORRIENTES;TOTAL PASIVOS CORRIENTES;;PASIVOS;UERS;EMPRESA;7402271690;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;536;;7402271690
2019;1027710;REPUBLICA DOMINICANA;PASIVOS CORRIENTES;TOTAL PASIVOS CORRIENTES;;PASIVOS;UERS;EMPRESA;19488563;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;537;;19488563
2020;1027711;REPUBLICA DOMINICANA;PASIVOS CORRIENTES;TOTAL PASIVOS CORRIENTES;;PASIVOS;UERS;EMPRESA;716263646;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;538;;716263646
2017;1027750;REPUBLICA DOMINICANA;PASIVOS TOTALES;TOTAL PASIVOS;;PASIVOS;UERS;EMPRESA;6332918352;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;535;;6332918352
2018;1027751;REPUBLICA DOMINICANA;PASIVOS TOTALES;TOTAL PASIVOS;;PASIVOS;UERS;EMPRESA;7402271690;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;536;;7402271690
2019;1027752;REPUBLICA DOMINICANA;PASIVOS TOTALES;TOTAL PASIVOS;;PASIVOS;UERS;EMPRESA;1180773379;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;537;;1180773379
2020;1027753;REPUBLICA DOMINICANA;PASIVOS TOTALES;TOTAL PASIVOS;;PASIVOS;UERS;EMPRESA;716263646;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;538;;716263646
2017;1027771;REPUBLICA DOMINICANA;PATRIMONIO NETO;TOTAL PATRIMONIO DEL ESTADO DOMINICANO;;CAPITAL PROPRIO;UERS;EMPRESA;-5185118935;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;535;;-5185118935
2018;1027772;REPUBLICA DOMINICANA;PATRIMONIO NETO;TOTAL PATRIMONIO DEL ESTADO DOMINICANO;;CAPITAL PROPRIO;UERS;EMPRESA;-6106802833;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;536;;-6106802833
2019;1027773;REPUBLICA DOMINICANA;PATRIMONIO NETO;TOTAL PATRIMONIO DEL ESTADO DOMINICANO;;CAPITAL PROPRIO;UERS;EMPRESA;-260800209;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;537;;-260800209
2020;1027774;REPUBLICA DOMINICANA;PATRIMONIO NETO;TOTAL PATRIMONIO DEL ESTADO DOMINICANO;;CAPITAL PROPRIO;UERS;EMPRESA;42968536;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;538;;42968536
2018;1027793;REPUBLICA DOMINICANA;PLANTAS Y EQUIPOS;TOTAL DE PROPRIEDAD, PLANTAS Y EQUIPOS - NETO;;ACTIVOS;UERS;EMPRESA;808266434;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;536;;808266434
2019;1027794;REPUBLICA DOMINICANA;PLANTAS Y EQUIPOS;TOTAL DE PROPRIEDAD, PLANTAS Y EQUIPOS - NETO;;ACTIVOS;UERS;EMPRESA;227386811;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;537;;227386811
2020;1027795;REPUBLICA DOMINICANA;PLANTAS Y EQUIPOS;TOTAL DE PROPRIEDAD, PLANTAS Y EQUIPOS - NETO;;ACTIVOS;UERS;EMPRESA;341255695;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;538;;341255695
2008;1040110;URUGUAY;ACTIVOS CORRIENTES;TOTAL ACTIVO CORRIENTE;;ACTIVOS;UTE;EMPRESA;7162526520;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;526;;7162526520
2009;1040111;URUGUAY;ACTIVOS CORRIENTES;TOTAL ACTIVO CORRIENTE;;ACTIVOS;UTE;EMPRESA;10439393419;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;527;;10439393419
2008;1040131;URUGUAY;ACTIVOS NO CORRIENTES;TOTAL ACTIVO NO CORRIENTE;;ACTIVOS;UTE;EMPRESA;84588540107;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;526;;84588540107
2009;1040132;URUGUAY;ACTIVOS NO CORRIENTES;TOTAL ACTIVO NO CORRIENTE;;ACTIVOS;UTE;EMPRESA;90222822211;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;527;;90222822211
2008;1040152;URUGUAY;ACTIVOS TOTALES;TOTAL ACTIVO;;ACTIVOS;UTE;EMPRESA;91751066627;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;526;;91751066627
2009;1040153;URUGUAY;ACTIVOS TOTALES;TOTAL ACTIVO;;ACTIVOS;UTE;EMPRESA;1.00662E+11;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;527;;100662000000
2008;1040236;URUGUAY;DEUDA NETA;DEUDA NETA;;PASIVOS;UTE;EMPRESA;13226720481;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;526;;13226720481
2009;1040237;URUGUAY;DEUDA NETA;DEUDA NETA;;PASIVOS;UTE;EMPRESA;11057837493;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;527;;11057837493
2008;1040257;URUGUAY;EFECTIVO Y EQUIVALENTES DE EFECTIVO;EFECTIVO;;ACTIVOS;UTE;EMPRESA;1900826698;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;526;;1900826698
2009;1040258;URUGUAY;EFECTIVO Y EQUIVALENTES DE EFECTIVO;EFECTIVO;;ACTIVOS;UTE;EMPRESA;3133450094;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;527;;3133450094
2008;1040278;URUGUAY;PASIVOS CORRIENTES;TOTAL PASIVO CORRIENTE;;PASIVOS;UTE;EMPRESA;11969244555;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;526;;11969244555
2009;1040279;URUGUAY;PASIVOS CORRIENTES;TOTAL PASIVO CORRIENTE;;PASIVOS;UTE;EMPRESA;14004266964;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;527;;14004266964
2008;1040299;URUGUAY;PASIVOS NO CORRIENTES;TOTAL PASIVO NO CORRIENTE;;PASIVOS;UTE;EMPRESA;8159526620;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;526;;8159526620
2009;1040300;URUGUAY;PASIVOS NO CORRIENTES;TOTAL PASIVO NO CORRIENTE;;PASIVOS;UTE;EMPRESA;8606761233;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;527;;8606761233
2008;1040320;URUGUAY;PASIVOS TOTALES;TOTAL PASIVO;;PASIVOS;UTE;EMPRESA;20128771175;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;526;;20128771175
2009;1040321;URUGUAY;PASIVOS TOTALES;TOTAL PASIVO;;PASIVOS;UTE;EMPRESA;22611028197;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;527;;22611028197
2008;1040341;URUGUAY;PATRIMONIO NETO;TOTAL PATRIMONI;;CAPITAL PROPRIO;UTE;EMPRESA;71622295452;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;526;;71622295452
2009;1040342;URUGUAY;PATRIMONIO NETO;TOTAL PATRIMONI;;CAPITAL PROPRIO;UTE;EMPRESA;78051187433;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;527;;78051187433
2008;1040362;URUGUAY;PLANTAS Y EQUIPOS;PROPRIEDAD, PLANTAS Y EQUIPOS;;ACTIVOS;UTE;EMPRESA;1.55016E+11;1;Daniel Ferreira;;MEMORIA;REPOSITORIO;;526;;155016000000
2009;1040363;URUGUAY;PLANTAS Y EQUIPOS;PROPRIEDAD, PLANTAS Y EQUIPOS;;ACTIVOS;UTE;EMPRESA;86319454262;1;Daniel Ferreira;;MEMORIA;REPOSITORIO;;527;;86319454262
2013;1087827;COSTA RICA;COSTO TOTAL;COSTO DE VENTAS;;PASIVOS;JASEC;EMPRESA;31334.1;1000000;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;531;;31334100000
2014;1087828;COSTA RICA;COSTO TOTAL;COSTO DE VENTAS;;PASIVOS;JASEC;EMPRESA;33820.3;1000000;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;532;;33820300000
2015;1087829;COSTA RICA;COSTO TOTAL;COSTO DE VENTAS;;PASIVOS;JASEC;EMPRESA;31095.7;1000000;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;533;;31095700000
2016;1087830;COSTA RICA;COSTO TOTAL;COSTO DE VENTAS;;PASIVOS;JASEC;EMPRESA;35825.7;1000000;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;534;;35825700000
2017;1087831;COSTA RICA;COSTO TOTAL;COSTO DE VENTAS;;PASIVOS;JASEC;EMPRESA;34939;1000000;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;535;;34939000000
2018;1087832;COSTA RICA;COSTO TOTAL;COSTO DE VENTAS;;PASIVOS;JASEC;EMPRESA;36756.1;1000000;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;536;;36756100000
2019;1087833;COSTA RICA;COSTO TOTAL;COSTO DE VENTAS;;PASIVOS;JASEC;EMPRESA;37452.3;1000000;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;537;;37452300000
2020;1087834;COSTA RICA;COSTO TOTAL;COSTO DE VENTAS;;PASIVOS;JASEC;EMPRESA;32552.9;1000000;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;538;;32552900000
2013;1087848;COSTA RICA;COSTO DE COMPRA DE ENERGIA;COMPRA DE ENERG�A;;PASIVOS;JASEC;EMPRESA;27343.3;1000000;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;531;;27343300000
2014;1087849;COSTA RICA;COSTO DE COMPRA DE ENERGIA;COMPRA DE ENERG�A;;PASIVOS;JASEC;EMPRESA;27938;1000000;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;532;;27938000000
2015;1087850;COSTA RICA;COSTO DE COMPRA DE ENERGIA;COMPRA DE ENERG�A;;PASIVOS;JASEC;EMPRESA;25249.6;1000000;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;533;;25249600000
2016;1087851;COSTA RICA;COSTO DE COMPRA DE ENERGIA;COMPRA DE ENERG�A;;PASIVOS;JASEC;EMPRESA;29848.8;1000000;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;534;;29848800000
2017;1087852;COSTA RICA;COSTO DE COMPRA DE ENERGIA;COMPRA DE ENERG�A;;PASIVOS;JASEC;EMPRESA;28031;1000000;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;535;;28031000000
2018;1087853;COSTA RICA;COSTO DE COMPRA DE ENERGIA;COMPRA DE ENERG�A;;PASIVOS;JASEC;EMPRESA;29571;1000000;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;536;;29571000000
2019;1087854;COSTA RICA;COSTO DE COMPRA DE ENERGIA;COMPRA DE ENERG�A;;PASIVOS;JASEC;EMPRESA;36582.2;1000000;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;537;;36582200000
2020;1087855;COSTA RICA;COSTO DE COMPRA DE ENERGIA;COMPRA DE ENERG�A;;PASIVOS;JASEC;EMPRESA;32093.9;1000000;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;538;;32093900000
2013;1087869;COSTA RICA;BENEFICIO BRUTO;UTILIDAD BRUTA;;CAPITAL PROPRIO;JASEC;EMPRESA;11376.7;1000000;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;531;;11376700000
2014;1087870;COSTA RICA;BENEFICIO BRUTO;UTILIDAD BRUTA;;CAPITAL PROPRIO;JASEC;EMPRESA;10874.3;1000000;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;532;;10874300000
2015;1087871;COSTA RICA;BENEFICIO BRUTO;UTILIDAD BRUTA;;CAPITAL PROPRIO;JASEC;EMPRESA;11685;1000000;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;533;;11685000000
2016;1087872;COSTA RICA;BENEFICIO BRUTO;UTILIDAD BRUTA;;CAPITAL PROPRIO;JASEC;EMPRESA;15498.5;1000000;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;534;;15498500000
2017;1087873;COSTA RICA;BENEFICIO BRUTO;UTILIDAD BRUTA;;CAPITAL PROPRIO;JASEC;EMPRESA;12495.8;1000000;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;535;;12495800000
2018;1087874;COSTA RICA;BENEFICIO BRUTO;UTILIDAD BRUTA;;CAPITAL PROPRIO;JASEC;EMPRESA;14207.8;1000000;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;536;;14207800000
2019;1087875;COSTA RICA;BENEFICIO BRUTO;UTILIDAD BRUTA;;CAPITAL PROPRIO;JASEC;EMPRESA;13928.1;1000000;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;537;;13928100000
2020;1087876;COSTA RICA;BENEFICIO BRUTO;UTILIDAD BRUTA;;CAPITAL PROPRIO;JASEC;EMPRESA;18900.3;1000000;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;538;;18900300000
2013;1087890;COSTA RICA;GASTOS TOTALES;GASTOS GENERALES;;PASIVOS;JASEC;EMPRESA;10493.9;1000000;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;531;;10493900000
2014;1087891;COSTA RICA;GASTOS TOTALES;GASTOS GENERALES;;PASIVOS;JASEC;EMPRESA;11512.6;1000000;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;532;;11512600000
2015;1087892;COSTA RICA;GASTOS TOTALES;GASTOS GENERALES;;PASIVOS;JASEC;EMPRESA;11186.5;1000000;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;533;;11186500000
2016;1087893;COSTA RICA;GASTOS TOTALES;GASTOS GENERALES;;PASIVOS;JASEC;EMPRESA;11762;1000000;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;534;;11762000000
2017;1087894;COSTA RICA;GASTOS TOTALES;GASTOS GENERALES;;PASIVOS;JASEC;EMPRESA;16313;1000000;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;535;;16313000000
2018;1087895;COSTA RICA;GASTOS TOTALES;GASTOS GENERALES;;PASIVOS;JASEC;EMPRESA;16987.9;1000000;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;536;;16987900000
2019;1087896;COSTA RICA;GASTOS TOTALES;GASTOS GENERALES;;PASIVOS;JASEC;EMPRESA;17030.8;1000000;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;537;;17030800000
2020;1087897;COSTA RICA;GASTOS TOTALES;GASTOS GENERALES;;PASIVOS;JASEC;EMPRESA;16866;1000000;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;538;;16866000000
2013;1087911;COSTA RICA;GASTO DE PERSONAL;REMUNERACIONES;;PASIVOS;JASEC;EMPRESA;4390.1;1000000;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;531;;4390100000
2014;1087912;COSTA RICA;GASTO DE PERSONAL;REMUNERACIONES;;PASIVOS;JASEC;EMPRESA;4854.5;1000000;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;532;;4854500000
2015;1087913;COSTA RICA;GASTO DE PERSONAL;REMUNERACIONES;;PASIVOS;JASEC;EMPRESA;5457.2;1000000;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;533;;5457200000
2016;1087914;COSTA RICA;GASTO DE PERSONAL;REMUNERACIONES;;PASIVOS;JASEC;EMPRESA;5427.2;1000000;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;534;;5427200000
2017;1087915;COSTA RICA;GASTO DE PERSONAL;REMUNERACIONES;;PASIVOS;JASEC;EMPRESA;6125;1000000;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;535;;6125000000
2018;1087916;COSTA RICA;GASTO DE PERSONAL;REMUNERACIONES;;PASIVOS;JASEC;EMPRESA;6444.7;1000000;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;536;;6444700000
2019;1087917;COSTA RICA;GASTO DE PERSONAL;REMUNERACIONES;;PASIVOS;JASEC;EMPRESA;6591.7;1000000;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;537;;6591700000
2020;1087918;COSTA RICA;GASTO DE PERSONAL;REMUNERACIONES;;PASIVOS;JASEC;EMPRESA;6657.8;1000000;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;538;;6657800000
2013;1087932;COSTA RICA;GASTO DE DEPRECIACION Y AMORTIZACION;DEPRECIACI�N Y AMORTIZACI�N DE ACTIVOS;;PASIVOS;JASEC;EMPRESA;2735.5;1000000;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;531;;2735500000
2014;1087933;COSTA RICA;GASTO DE DEPRECIACION Y AMORTIZACION;DEPRECIACI�N Y AMORTIZACI�N DE ACTIVOS;;PASIVOS;JASEC;EMPRESA;3101.8;1000000;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;532;;3101800000
2015;1087934;COSTA RICA;GASTO DE DEPRECIACION Y AMORTIZACION;DEPRECIACI�N Y AMORTIZACI�N DE ACTIVOS;;PASIVOS;JASEC;EMPRESA;2918.4;1000000;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;533;;2918400000
2016;1087935;COSTA RICA;GASTO DE DEPRECIACION Y AMORTIZACION;DEPRECIACI�N Y AMORTIZACI�N DE ACTIVOS;;PASIVOS;JASEC;EMPRESA;2855.4;1000000;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;534;;2855400000
2017;1087936;COSTA RICA;GASTO DE DEPRECIACION Y AMORTIZACION;DEPRECIACI�N Y AMORTIZACI�N DE ACTIVOS;;PASIVOS;JASEC;EMPRESA;5078.8;1000000;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;535;;5078800000
2018;1087937;COSTA RICA;GASTO DE DEPRECIACION Y AMORTIZACION;DEPRECIACI�N Y AMORTIZACI�N DE ACTIVOS;;PASIVOS;JASEC;EMPRESA;5710.8;1000000;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;536;;5710800000
2019;1087938;COSTA RICA;GASTO DE DEPRECIACION Y AMORTIZACION;DEPRECIACI�N Y AMORTIZACI�N DE ACTIVOS;;PASIVOS;JASEC;EMPRESA;5495.1;1000000;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;537;;5495100000
2020;1087939;COSTA RICA;GASTO DE DEPRECIACION Y AMORTIZACION;DEPRECIACI�N Y AMORTIZACI�N DE ACTIVOS;;PASIVOS;JASEC;EMPRESA;4971.4;1000000;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;538;;4971400000
2017;1087957;COSTA RICA;OUTRAS DESPESAS, INGRESOS Y GANANCIAS;CALCULADO;;PASIVOS;JASEC;EMPRESA;10029.8;1000000;Daniel Ferreira;;CALCULADO;CALCULADO;;535;;10029800000
2018;1087958;COSTA RICA;OUTRAS DESPESAS, INGRESOS Y GANANCIAS;CALCULADO;;PASIVOS;JASEC;EMPRESA;11463.5;1000000;Daniel Ferreira;;CALCULADO;CALCULADO;;536;;11463500000
2019;1087959;COSTA RICA;OUTRAS DESPESAS, INGRESOS Y GANANCIAS;CALCULADO;;PASIVOS;JASEC;EMPRESA;4885.2;1000000;Daniel Ferreira;;CALCULADO;CALCULADO;;537;;4885200000
2020;1087960;COSTA RICA;OUTRAS DESPESAS, INGRESOS Y GANANCIAS;CALCULADO;;PASIVOS;JASEC;EMPRESA;3249.8;1000000;Daniel Ferreira;;CALCULADO;CALCULADO;;538;;3249800000
2013;1087974;COSTA RICA;BENEFICIO NETO;UTILIDAD NETA DEL PERIODO;;CAPITAL PROPRIO;JASEC;EMPRESA;-3839.4;1000000;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;531;;-3839400000
2014;1087975;COSTA RICA;BENEFICIO NETO;UTILIDAD NETA DEL PERIODO;;CAPITAL PROPRIO;JASEC;EMPRESA;381.9;1000000;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;532;;381900000
2015;1087976;COSTA RICA;BENEFICIO NETO;UTILIDAD NETA DEL PERIODO;;CAPITAL PROPRIO;JASEC;EMPRESA;-1279.1;1000000;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;533;;-1279100000
2016;1087977;COSTA RICA;BENEFICIO NETO;UTILIDAD NETA DEL PERIODO;;CAPITAL PROPRIO;JASEC;EMPRESA;1051.9;1000000;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;534;;1051900000
2017;1087978;COSTA RICA;BENEFICIO NETO;UTILIDAD NETA DEL PERIODO;;CAPITAL PROPRIO;JASEC;EMPRESA;-894.2;1000000;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;535;;-894200000
2018;1087979;COSTA RICA;BENEFICIO NETO;UTILIDAD NETA DEL PERIODO;;CAPITAL PROPRIO;JASEC;EMPRESA;-1151.5;1000000;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;536;;-1151500000
2019;1087980;COSTA RICA;BENEFICIO NETO;UTILIDAD NETA DEL PERIODO;;CAPITAL PROPRIO;JASEC;EMPRESA;-470.7;1000000;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;537;;-470700000
2020;1087981;COSTA RICA;BENEFICIO NETO;UTILIDAD NETA DEL PERIODO;;CAPITAL PROPRIO;JASEC;EMPRESA;-1901.4;1000000;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;538;;-1901400000
2013;1087995;COSTA RICA;EBITDA;EBT - RESULTADO FINANCIERO +DEPRECIACION Y AMORTIZACION;;CAPITAL PROPRIO;JASEC;EMPRESA;3618.3;1000000;Daniel Ferreira;;NULL;NULL;;531;;3618300000
2014;1087996;COSTA RICA;EBITDA;EBT - RESULTADO FINANCIERO +DEPRECIACION Y AMORTIZACION;;CAPITAL PROPRIO;JASEC;EMPRESA;2463.5;1000000;Daniel Ferreira;;NULL;NULL;;532;;2463500000
2015;1087997;COSTA RICA;EBITDA;EBT - RESULTADO FINANCIERO +DEPRECIACION Y AMORTIZACION;;CAPITAL PROPRIO;JASEC;EMPRESA;3416.9;1000000;Daniel Ferreira;;NULL;NULL;;533;;3416900000
2016;1087998;COSTA RICA;EBITDA;EBT - RESULTADO FINANCIERO +DEPRECIACION Y AMORTIZACION;;CAPITAL PROPRIO;JASEC;EMPRESA;6591.9;1000000;Daniel Ferreira;;NULL;NULL;;534;;6591900000
